,Tag,Image Name
1985,"['extreme harlequin', 'tri-color']",2573463.jpeg
1986,['extreme harlequin'],2573455.jpeg
1987,"['extreme harlequin', 'pinstripe', 'drippy']",2573454.jpeg
1988,['extreme harlequin'],2573450.jpeg
1989,['black'],2573449.jpeg
1990,['black'],2573438.jpeg
1991,"['dalmatian', 'super dalmatian', 'ink spot']",2371607.jpeg
1992,"['dalmatian', 'ink spot', 'red']",2411840.jpeg
1993,"['pinstripe', 'orange']",2259745.jpeg
1994,"['cream', 'red']",2535480.jpeg
1995,['orange'],2474928.jpeg
1996,"['pinstripe', 'orange']",2222564.jpeg
1997,"['partial pinstripe', 'red']",2246660.jpeg
1998,['extreme harlequin'],2573426.jpeg
1999,"['harlequin', 'pinstripe', 'snowflake', 'cream']",2625249.jpeg
2000,"['dalmatian', 'pinstripe', 'yellow']",2625241.jpeg
2001,['extreme harlequin'],2573419.jpeg
2002,"['portholes', 'red', 'het axanthic', 'phantom']",2573411.jpeg
2003,"['brindle', 'orange']",2625236.jpeg
2004,"['red', 'soft scale', 'phantom']",2573403.jpeg
2005,['tri-color'],2409527.jpeg
2006,"['pinstripe', 'quad-stripe']",2232717.jpeg
2007,"['dalmatian', 'harlequin']",2331099.jpeg
2008,['red'],2222431.jpeg
2009,"['harlequin', 'pinstripe', 'cream', 'dark']",2212543.jpeg
2010,"['harlequin', 'pinstripe', 'cream', 'dark']",2212370.jpeg
2011,"['pinstripe', 'cream', 'lavender', 'dark', 'drippy']",2431812.jpeg
2012,"['harlequin', 'dark']",2625052.jpeg
2013,['extreme harlequin'],2436721.jpeg
2014,"['dalmatian', 'pinstripe', 'orange']",1751738.jpeg
2015,"['pinstripe', 'yellow', 'phantom']",1751726.jpeg
2016,"['harlequin', 'cream', 'dark']",2366137.jpeg
2017,"['red', 'lilly white', '50% het axanthic', 'red base']",1430183.jpeg
2018,"['harlequin', 'kneecaps', 'tangerine', 'dark']",2454896.jpeg
2019,"['dalmatian', 'tiger', 'yellow']",2454893.jpeg
2020,"['dalmatian', 'ink spot', 'orange', 'yellow']",2454882.jpeg
2021,"['dalmatian', 'yellow']",2454872.jpeg
2022,"['dalmatian', 'pinstripe', 'phantom']",2603034.jpeg
2023,"['red', 'tri-color']",2688201.jpeg
2024,"['partial pinstripe', 'tri-color']",2305405.jpeg
2025,"['extreme harlequin', 'pinstripe', 'quad-stripe', 'red']",2603003.jpeg
2026,"['dalmatian', 'harlequin', 'quad-stripe', 'tangerine', 'dark']",2454833.jpeg
2027,"['extreme harlequin', 'tri-color']",2624820.jpeg
2028,"['dalmatian', 'harlequin']",2682821.jpeg
2029,['harlequin'],2554030.jpeg
2030,"['extreme harlequin', 'red']",2554106.jpeg
2031,['tri-color'],2432053.jpeg
2032,"['flame', 'cream']",2554084.jpeg
2033,"['pos dalmatian', 'extreme harlequin', 'dark', 'tri-color']",2688125.jpeg
2034,['harlequin'],2688119.jpeg
2035,['patternless'],2682822.jpeg
2036,"['extreme harlequin', 'partial pinstripe', 'orange', 'tri-color']",2688112.jpeg
2037,"['extreme harlequin', 'orange', 'tri-color']",2688106.jpeg
2038,"['extreme harlequin', 'orange']",2688100.jpeg
2039,"['brindle', 'dalmatian', 'harlequin', 'cream', 'red']",2688064.jpeg
2040,"['harlequin', 'dark']",2688063.jpeg
2041,['harlequin'],2688049.jpeg
2042,"['harlequin', 'pinstripe', 'dark', 'drippy']",2688017.jpeg
2043,"['extreme harlequin', 'drippy']",2688012.jpeg
2044,"['pinstripe', 'red', 'phantom']",2688008.jpeg
2045,"['harlequin', 'red']",2688000.jpeg
2046,"['harlequin', 'white wall', 'drippy']",2687980.jpeg
2047,['harlequin'],2682825.jpeg
2048,"['extreme harlequin', 'super dalmatian', 'yellow']",2687859.jpeg
2049,['brindle'],2687805.jpeg
2050,"['portholes', 'red', 'bi-color']",2687804.jpeg
2051,['tri-color'],2687744.jpeg
2052,"['dark', 'white wall', 'tri-color']",2624309.jpeg
2053,['dalmatian'],2687647.jpeg
2054,"['yellow', 'phantom']",2687631.jpeg
2055,['dalmatian'],2687608.jpeg
2056,"['pinstripe', 'snowflake', 'fringing', 'kneecaps', 'crowned', 'white wall', 'tri-color', 'drippy', 'white tip']",2687604.jpeg
2057,['harlequin'],2687600.jpeg
2058,"['harlequin', 'pinstripe', 'quad-stripe', 'dark']",2049339.jpeg
2059,"['harlequin', 'pinstripe', 'quad-stripe', 'dark']",1989383.jpeg
2060,"['harlequin', 'pinstripe', 'portholes', 'dark']",1989380.jpeg
2061,"['harlequin', 'pinstripe', 'dark']",2265349.jpeg
2062,"['harlequin', 'pinstripe', 'quad-stripe', 'dark']",2265356.jpeg
2063,"['harlequin', 'pinstripe', 'cream']",1989388.jpeg
2064,"['harlequin', 'pinstripe', 'dark']",2049351.jpeg
2065,"['harlequin', 'pinstripe', 'portholes', 'dark']",2260202.jpeg
2066,"['harlequin', 'pinstripe', 'quad-stripe', 'dark']",2049317.jpeg
2067,"['harlequin', 'pinstripe', 'quad-stripe', 'dark']",2262030.jpeg
2068,"['harlequin', 'pinstripe', 'portholes', 'dark']",2260169.jpeg
2069,"['harlequin', 'pinstripe', 'dark']",1985014.jpeg
2070,"['harlequin', 'pinstripe', 'portholes', 'dark']",1544287.jpeg
2071,"['harlequin', 'pinstripe', 'portholes', 'dark']",2049323.jpeg
2072,"['flame', 'harlequin', 'portholes', 'dark']",1661722.jpeg
2073,"['harlequin', 'pinstripe', 'dark']",2049346.jpeg
2074,"['dalmatian', 'harlequin', 'pinstripe', 'dark']",1984983.jpeg
2075,"['harlequin', 'pinstripe', 'dark']",2262032.jpeg
2076,"['harlequin', 'partial pinstripe', 'dark']",2262039.jpeg
2077,"['harlequin', 'pinstripe', 'dark']",2049331.jpeg
2078,"['harlequin', 'pinstripe', 'portholes', 'dark']",2265351.jpeg
2079,"['harlequin', 'pinstripe', 'dark']",2049342.jpeg
2080,"['orange', 'dark', 'tri-color']",2624237.jpeg
2081,"['extreme harlequin', 'harlequin', 'orange', 'dark', 'tri-color']",2624236.jpeg
2082,"['dark', 'phantom', 'patternless']",1754572.jpeg
2083,"['harlequin', 'partial pinstripe', 'tri-color']",1614293.jpeg
2084,"['super dalmatian', 'red spot', 'red']",2454255.jpeg
2085,['orange'],2624121.jpeg
2086,"['super dalmatian', 'ink spot', 'red spot', 'red']",2454220.jpeg
2087,"['red', 'orange']",2624099.jpeg
2088,"['lilly white', 'phantom']",2687256.jpeg
2089,['tri-color'],2687233.jpeg
2090,"['extreme harlequin', 'harlequin']",2687226.jpeg
2091,"['harlequin', 'dark']",2316595.jpeg
2092,"['extreme harlequin', 'fringing', 'kneecaps', 'tri-color']",2269713.jpeg
2093,['red'],2315405.jpeg
2094,['kneecaps'],2025506.jpeg
2095,['harlequin'],2687123.jpeg
2096,"['quad-stripe', 'tri-color']",2687112.jpeg
2097,"['extreme harlequin', 'yellow', 'drippy']",2025459.jpeg
2098,"['olive', 'patternless']",2571987.jpeg
2099,"['dalmatian', 'red']",2571979.jpeg
2100,['harlequin'],2630425.jpeg
2101,"['extreme harlequin', 'harlequin', 'pos harlequin', 'kneecaps', 'dark']",2454029.jpeg
2102,"['dalmatian', 'red']",2571923.jpeg
2103,['harlequin'],2630394.jpeg
2104,"['snowflake', 'tri-color', 'drippy']",2408223.jpeg
2105,"['flame', 'tiger', 'orange']",2454005.jpeg
2106,['harlequin'],2630380.jpeg
2107,['harlequin'],2571873.jpeg
2108,['harlequin'],2630360.jpeg
2109,"['snowflake', 'portholes', 'fringing', 'kneecaps', 'red', 'phantom', 'red base']",2365471.jpeg
2110,"['extreme harlequin', 'yellow']",2365467.jpeg
2111,"['extreme harlequin', 'fringing', 'kneecaps', 'yellow']",2365463.jpeg
2112,"['extreme harlequin', 'yellow']",2365460.jpeg
2113,"['extreme harlequin', 'fringing', 'kneecaps', 'yellow']",2365456.jpeg
2114,"['extreme harlequin', 'yellow']",2365454.jpeg
2115,"['harlequin', 'partial pinstripe']",1614287.jpeg
2116,"['pinstripe', 'dark']",2630234.jpeg
2117,"['extreme harlequin', 'fringing']",2365437.jpeg
2118,"['extreme harlequin', 'fringing', 'kneecaps', 'yellow']",2365426.jpeg
2119,"['extreme harlequin', 'fringing', 'kneecaps']",2365420.jpeg
2120,"['extreme harlequin', 'fringing', 'kneecaps']",2365416.jpeg
2121,"['extreme harlequin', 'fringing', 'yellow', 'tri-color']",2365405.jpeg
2122,['extreme harlequin'],2435519.jpeg
2123,"['extreme harlequin', 'fringing', 'kneecaps']",2365346.jpeg
2124,"['harlequin', 'quad-stripe']",1614282.jpeg
2125,['partial pinstripe'],2630114.jpeg
2126,"['extreme harlequin', 'pinstripe', 'fringing', 'kneecaps']",2365330.jpeg
2127,"['harlequin', 'dark']",2623588.jpeg
2128,['dalmatian'],2623468.jpeg
2129,"['dalmatian', 'harlequin']",2630035.jpeg
2130,"['dalmatian', 'super dalmatian']",2530611.jpeg
2131,['yellow'],2548865.jpeg
2132,"['extreme harlequin', 'red base']",2530591.jpeg
2133,['tri-color'],2586381.jpeg
2134,['harlequin'],2630000.jpeg
2135,['harlequin'],2629973.jpeg
2136,"['harlequin', 'tiger', 'yellow']",2629935.jpeg
2137,['quad-stripe'],2629902.jpeg
2138,"['harlequin', 'orange']",2623433.jpeg
2139,"['harlequin', 'red']",2112491.jpeg
2140,['harlequin'],2686462.jpeg
2141,"['white wall', 'lilly white', 'white tip']",2629840.jpeg
2142,"['dalmatian', 'pinstripe', 'yellow', 'phantom']",2629825.jpeg
2143,"['bold stripe tigers', 'tiger', 'yellow']",2636680.jpeg
2144,"['super dalmatian', 'red']",2629811.jpeg
2145,"['dalmatian', 'red spot', 'cluster spots', 'red']",2629789.jpeg
2146,['dalmatian'],2548739.jpeg
2147,['harlequin'],2551728.jpeg
2148,['dalmatian'],2551730.jpeg
2149,['harlequin'],2587718.jpeg
2150,"['orange', 'phantom']",2587730.jpeg
2151,['harlequin'],2587740.jpeg
2152,"['harlequin', 'lavender']",2587765.jpeg
2153,['harlequin'],2587771.jpeg
2154,['harlequin'],2587774.jpeg
2155,['extreme harlequin'],2587778.jpeg
2156,['phantom'],2396047.jpeg
2157,"['empty back', 'phantom']",2396065.jpeg
2158,"['dalmatian', 'ink spot', 'orange', 'yellow']",2686386.jpeg
2159,"['pinstripe', 'tangerine', 'halloween']",2686366.jpeg
2160,"['pinstripe', 'fringing', 'yellow']",2686343.jpeg
2161,"['dalmatian', 'cappuccino', 'phantom']",2554109.jpeg
2162,"['harlequin', 'pos het phantom', 'pinstripe', 'ink spot', 'tri-color']",2686322.jpeg
2163,"['extreme harlequin', 'fringing', 'kneecaps', 'yellow', 'tri-color']",2365038.jpeg
2164,"['extreme harlequin', 'reverse pinstripe', 'yellow']",2365029.jpeg
2165,['extreme harlequin'],2365026.jpeg
2166,"['extreme harlequin', 'fringing', 'kneecaps', 'yellow', 'tri-color']",2365009.jpeg
2167,"['extreme harlequin', 'harlequin', 'pinstripe', 'snowflake', 'portholes']",2686173.jpeg
2168,['harlequin'],2421757.jpeg
2169,"['portholes', 'red', 'phantom', 'red base']",2308838.jpeg
2170,"['dalmatian', 'flame', 'red']",2507373.jpeg
2171,"['harlequin', 'cream', 'dark']",2530145.jpeg
2172,"['dalmatian', 'flame']",2507366.jpeg
2173,"['extreme harlequin', 'portholes', 'black', 'halloween']",2375215.jpeg
2174,"['snowflake', 'tri-color', 'drippy']",2459186.jpeg
2175,['quad-stripe'],2459248.jpeg
2176,"['white out', 'lavender']",2459090.jpeg
2177,"['harlequin', 'cream', 'tangerine', 'dark', 'tri-color']",2458923.jpeg
2178,"['dalmatian', 'super dalmatian', 'red spot', 'portholes', 'red base']",2459332.jpeg
2179,"['dalmatian', 'harlequin']",2686083.jpeg
2180,"['harlequin', 'pinstripe', 'red']",1715600.jpeg
2181,"['harlequin', 'partial pinstripe', 'red']",1715603.jpeg
2182,"['harlequin', 'pinstripe', 'yellow']",1715633.jpeg
2183,['harlequin'],1715647.jpeg
2184,['harlequin'],1715670.jpeg
2185,"['harlequin', 'yellow']",1715675.jpeg
2186,"['harlequin', 'partial pinstripe', 'red']",1715684.jpeg
2187,"['harlequin', 'partial pinstripe', 'red']",1715689.jpeg
2188,"['dalmatian', 'harlequin', 'tri-color']",1715759.jpeg
2189,"['pinstripe', 'tiger', 'yellow', 'phantom']",1391567.jpeg
2190,"['harlequin', 'tri-color']",1614291.jpeg
2191,"['harlequin', 'yellow']",2364859.jpeg
2192,"['harlequin', 'tri-color']",2191923.jpeg
2193,"['red', 'patternless']",1566130.jpeg
2194,['axanthic'],2431886.jpeg
2195,"['lilly white', 'red base']",2545129.jpeg
2196,"['snowflake', 'black']",2585745.jpeg
2197,"['pinstripe', 'fringing', 'kneecaps', 'red base']",1937566.jpeg
2198,"['extreme harlequin', 'tangerine', 'tri-color']",2252011.jpeg
2199,"['harlequin', 'crowned', 'white wall', 'tri-color']",2251293.jpeg
2200,"['pinstripe', 'tri-color']",2251962.jpeg
2201,['creamsicle'],2251662.jpeg
2202,"['extreme harlequin', 'crowned', 'tri-color']",2251622.jpeg
2203,"['pinstripe', 'tri-color']",2251515.jpeg
2204,"['quad-stripe', 'crowned', 'tri-color']",2252098.jpeg
2205,"['crowned', 'cream', 'white wall', 'tri-color']",2251401.jpeg
2206,"['orange', 'yellow', 'tri-color']",2251484.jpeg
2207,['harlequin'],2500148.jpeg
2208,"['portholes', 'dark', 'buckskin', 'phantom']",2370846.jpeg
2209,"['harlequin', 'pinstripe', 'portholes']",2508067.jpeg
2210,"['extreme harlequin', 'tri-color']",2509000.jpeg
2211,"['brindle', 'tiger', 'portholes']",2506766.jpeg
2212,"['extreme harlequin', 'tri-color']",2506636.jpeg
2213,['harlequin'],2206962.jpeg
2214,"['harlequin', 'tri-color']",2206941.jpeg
2215,"['cappuccino', 'red base']",2622160.jpeg
2216,['harlequin'],2625272.jpeg
2217,['harlequin'],2685830.jpeg
2218,['harlequin'],1325155.jpeg
2219,"['harlequin', 'pinstripe', 'cream', 'dark']",2529934.jpeg
2220,"['dalmatian', 'red', 'patternless']",1566076.jpeg
2221,"['kneecaps', 'tri-color', 'super stripe']",2622824.jpeg
2222,['tri-color'],2434840.jpeg
2223,['harlequin'],2434832.jpeg
2224,['extreme harlequin'],2533984.jpeg
2225,['harlequin'],2474066.jpeg
2226,"['brindle', 'extreme harlequin', 'harlequin', 'tri-color']",2220716.jpeg
2227,"['extreme harlequin', 'harlequin']",2380235.jpeg
2228,"['red', 'bi-color']",1566060.jpeg
2229,"['flame', 'red']",2622758.jpeg
2230,['dalmatian'],1994340.jpeg
2231,"['dalmatian', 'harlequin']",2555165.jpeg
2232,"['harlequin', 'tri-color']",1614284.jpeg
2233,"['extreme harlequin', 'harlequin', 'orange', 'lavender', 'tangerine', 'tri-color']",2336767.jpeg
2234,['harlequin'],2246125.jpeg
2235,"['extreme harlequin', 'tri-color']",2246120.jpeg
2236,['yellow'],2555127.jpeg
2237,['partial pinstripe'],2396139.jpeg
2238,"['harlequin', 'ink spot', 'yellow']",2629230.jpeg
2239,"['dalmatian', 'kneecaps', 'tri-color']",2629227.jpeg
2240,"['dalmatian', 'pinstripe', 'yellow']",2629225.jpeg
2241,"['harlequin', 'kneecaps', 'red', 'yellow']",2629220.jpeg
2242,"['harlequin', 'dark']",2629216.jpeg
2243,"['dalmatian', 'harlequin', 'pinstripe', 'portholes', 'kneecaps', 'dark']",2629214.jpeg
2244,['dalmatian'],2629206.jpeg
2245,"['harlequin', 'dark']",2629201.jpeg
2246,"['dalmatian', 'quad-stripe', 'kneecaps', 'red']",2629198.jpeg
2247,"['harlequin', 'cream', 'dark']",2629193.jpeg
2248,"['pinstripe', 'kneecaps', 'red', 'bi-color', 'phantom']",2685366.jpeg
2249,"['dalmatian', 'super dalmatian', 'ink spot', 'red spot', 'yellow']",2685360.jpeg
2250,"['extreme harlequin', 'red']",2364502.jpeg
2251,"['partial pinstripe', 'tri-color']",2600725.jpeg
2252,"['pinstripe', 'halloween']",2600703.jpeg
2253,['harlequin'],2685322.jpeg
2254,"['red', 'phantom']",2685314.jpeg
2255,"['super dalmatian', 'portholes', 'red', 'black']",2138907.jpeg
2256,['harlequin'],2685302.jpeg
2257,['tri-color'],2569991.jpeg
2258,"['brindle', 'tiger', 'portholes', 'phantom']",2622530.jpeg
2259,['super dalmatian'],1937069.jpeg
2260,"['pinstripe', 'quad-stripe']",1724970.jpeg
2261,"['orange', 'tri-color']",1913219.jpeg
2262,"['tri-color', 'drippy']",2204167.jpeg
2263,"['harlequin', 'pinstripe', 'cream', 'yellow']",2554998.jpeg
2264,"['harlequin', 'pinstripe', 'blushing', 'cream', 'red', 'red base']",2622486.jpeg
2265,"['portholes', 'red', 'dark', 'phantom']",2622471.jpeg
2266,"['portholes', 'red', 'dark']",2622465.jpeg
2267,"['extreme harlequin', 'flame', 'lavender', 'tri-color']",2622458.jpeg
2268,"['extreme harlequin', 'flame', 'tri-color']",2622453.jpeg
2269,"['extreme harlequin', 'harlequin', 'partial pinstripe']",2685253.jpeg
2270,"['dalmatian', 'harlequin', 'partial pinstripe']",2685240.jpeg
2271,"['dalmatian', 'harlequin', 'lavender']",2685236.jpeg
2272,"['harlequin', 'tiger', 'lavender']",2685233.jpeg
2273,"['white out', 'red', 'soft scale', 'phantom']",2584906.jpeg
2274,"['harlequin', 'lavender', 'drippy']",2404773.jpeg
2275,['harlequin'],2523800.jpeg
2276,"['pinstripe', 'cream', 'dark', 'drippy']",2619259.jpeg
2277,"['extreme harlequin', 'harlequin', 'snowflake', 'cream', 'tri-color', 'drippy']",2404437.jpeg
2278,"['extreme harlequin', 'harlequin', 'pinstripe', 'snowflake', 'portholes', 'cream', 'drippy']",2244287.jpeg
2279,['extreme harlequin'],2584880.jpeg
2280,"['dalmatian', 'super dalmatian', 'ink spot', 'red spot', 'portholes', 'red', 'red base']",2584863.jpeg
2281,"['dalmatian', 'super dalmatian', 'red spot', 'portholes', 'red', 'red base']",2584852.jpeg
2282,"['dalmatian', 'super dalmatian', 'ink spot', 'red spot', 'portholes', 'red', 'red base']",2584844.jpeg
2283,['red'],2584816.jpeg
2284,"['pinstripe', 'red']",2685152.jpeg
2285,"['pinstripe', 'tri-color']",2554259.jpeg
2286,"['pinstripe', 'quad-stripe']",2685093.jpeg
2287,"['extreme harlequin', 'pinstripe', 'dark', 'tri-color', 'drippy']",2685084.jpeg
2288,"['harlequin', 'partial pinstripe', 'tri-color']",870171.jpeg
2289,"['dalmatian', 'super dalmatian', 'yellow']",2364265.jpeg
2290,['extreme harlequin'],2685040.jpeg
2291,"['harlequin', 'red', 'tri-color']",2549103.jpeg
2292,"['red', 'lilly white', 'phantom']",2685001.jpeg
2293,['tri-color'],2684986.jpeg
2294,"['axanthic', 'phantom']",2684978.jpeg
2295,"['pinstripe', 'quad-stripe', 'fringing', 'kneecaps', 'crowned']",2569587.jpeg
2296,"['pinstripe', 'quad-stripe', 'dark']",2569318.jpeg
2297,"['fringing', 'kneecaps', 'black', 'dark', 'white wall', 'tri-color', 'empty back', 'white tip']",2569398.jpeg
2298,"['pinstripe', 'blushing', 'crowned', 'tri-color', 'drippy']",2569411.jpeg
2299,"['pinstripe', 'quad-stripe', 'fringing', 'kneecaps', 'crowned', 'dark', 'empty back', 'white tip']",2569378.jpeg
2300,"['pinstripe', 'reverse pinstripe', 'fringing', 'kneecaps', 'yellow']",2569427.jpeg
2301,"['pinstripe', 'fringing', 'kneecaps', 'crowned', 'black', 'dark', 'tri-color', 'drippy']",2569481.jpeg
2302,"['pinstripe', 'crowned', 'drippy']",2569491.jpeg
2303,"['dalmatian', 'super dalmatian', 'ink spot', 'oil spot', 'portholes', 'fringing', 'kneecaps']",2569456.jpeg
2304,['extreme harlequin'],1614285.jpeg
2305,"['lavender', 'tri-color']",2684873.jpeg
2306,"['dark', 'tri-color']",1534286.jpeg
2307,"['harlequin', 'cream', 'black']",2248145.jpeg
2308,['dark'],1534180.jpeg
2309,"['harlequin', 'partial pinstripe', 'red', 'tri-color', 'red base']",2406541.jpeg
2310,['harlequin'],2434077.jpeg
2311,"['partial pinstripe', 'portholes', 'red', 'phantom']",2569343.jpeg
2312,['halloween'],2475420.jpeg
2313,"['dalmatian', 'red spot', 'portholes', 'yellow', 'phantom']",2642342.jpeg
2314,"['dalmatian', 'harlequin', 'pinstripe', 'portholes']",2684706.jpeg
2315,['extreme harlequin'],2684644.jpeg
2316,"['dalmatian', 'red spot']",2684628.jpeg
2317,['lavender'],2236487.jpeg
2318,"['super dalmatian', 'red spot', 'red base']",2684607.jpeg
2319,['extreme harlequin'],2155294.jpeg
2320,"['dalmatian', 'orange']",2155282.jpeg
2321,"['extreme harlequin', 'yellow', 'drippy']",2155268.jpeg
2322,"['snowflake', 'lavender']",2684557.jpeg
2323,"['extreme harlequin', 'harlequin', 'pinstripe', 'red']",2684528.jpeg
2324,"['orange', 'yellow', 'drippy']",2684516.jpeg
2325,['tri-color'],2155235.jpeg
2326,"['pinstripe', 'quad-stripe', 'dark', 'tri-color']",2684490.jpeg
2327,"['extreme harlequin', 'harlequin', 'pin-dashed', 'blushing', 'tri-color']",2684480.jpeg
2328,"['harlequin', 'ink spot', 'fringing', 'kneecaps', 'yellow', 'lavender']",2080849.jpeg
2329,"['empty back', 'het super stripe', '50% het axanthic', 'phantom']",2283720.jpeg
2330,"['extreme harlequin', 'fringing', 'kneecaps']",2080843.jpeg
2331,"['partial pinstripe', 'pinstripe', 'quad-stripe', 'red', 'red base']",1912580.jpeg
2332,['harlequin'],1275249.jpeg
2333,"['extreme harlequin', 'fringing', 'yellow']",2080835.jpeg
2334,"['pinstripe', 'fringing', 'kneecaps', 'yellow']",2080821.jpeg
2335,"['extreme harlequin', 'fringing', 'kneecaps', 'cream']",2080812.jpeg
2336,"['extreme harlequin', 'solid back']",2080805.jpeg
2337,"['extreme harlequin', 'fringing', 'kneecaps']",2080788.jpeg
2338,"['pinstripe', 'snowflake', 'lavender']",2080778.jpeg
2339,"['dalmatian', 'dinker']",2684380.jpeg
2340,"['extreme harlequin', 'yellow']",2080773.jpeg
2341,"['extreme harlequin', 'harlequin', 'pin-dashed', 'tri-color']",2684354.jpeg
2342,['harlequin'],2684348.jpeg
2343,"['extreme harlequin', 'cream', 'dark']",1382910.jpeg
2344,"['extreme harlequin', 'yellow']",2080737.jpeg
