,Color,Traits,Image Name
1274,['dark'],"['pinstripe', 'quad-stripe']",2284533.jpeg
1275,['dark'],['quad-stripe'],1713486.jpeg
1276,['dark'],['pinstripe'],1570289.jpeg
1277,"['cream', 'yellow']","['harlequin', 'snowflake']",2404938.jpeg
1278,['red'],[],2682309.jpeg
1279,"['cream', 'red']","['harlequin', 'crowned']",2375238.jpeg
1280,"['dark', 'lavender']","['extreme harlequin', 'harlequin']",2526166.jpeg
1281,['red'],"['dalmatian', 'harlequin']",2682283.jpeg
1282,['red'],['phantom'],2536806.jpeg
1283,['red'],"['dalmatian', 'portholes', 'phantom']",2536797.jpeg
1284,['yellow'],"['brindle', 'dalmatian', 'super dalmatian']",2618819.jpeg
1285,['lavender'],"['extreme harlequin', 'drippy']",2525638.jpeg
1286,['cream'],"['extreme harlequin', 'fringing', 'kneecaps']",2361830.jpeg
1287,['red'],['dalmatian'],2525589.jpeg
1288,['red'],['dalmatian'],2449821.jpeg
1289,['red'],"['creamsicle', 'drippy']",2363568.jpeg
1290,['lavender'],"['extreme harlequin', 'harlequin']",2494867.jpeg
1291,"['dark', 'red']","['partial pinstripe', 'pinstripe']",2236065.jpeg
1292,['dark'],['harlequin'],2474722.jpeg
1293,['cream'],['pinstripe'],2492386.jpeg
1294,['red'],"['extreme harlequin', 'harlequin', 'tri-color']",2563899.jpeg
1295,['cream'],[],2618497.jpeg
1296,['red'],['tangerine'],2525407.jpeg
1297,['dark'],['phantom'],2361720.jpeg
1298,['dark'],"['bi-color', 'phantom']",2361717.jpeg
1299,['dark'],"['portholes', 'phantom']",2361701.jpeg
1300,['red'],"['dalmatian', 'flame']",2681761.jpeg
1301,['red'],"['fringing', 'kneecaps', 'phantom']",2361687.jpeg
1302,"['cream', 'dark']",['extreme harlequin'],1987603.jpeg
1303,['dark'],"['fringing', 'phantom']",2361672.jpeg
1304,['dark'],['phantom'],2361660.jpeg
1305,['red'],[],2618386.jpeg
1306,['dark'],['pinstripe'],2681699.jpeg
1307,['dark'],"['phantom', 'patternless']",2361617.jpeg
1308,['yellow'],[],2361609.jpeg
1309,['red'],"['super dalmatian', 'red spot']",2681640.jpeg
1310,['lavender'],"['extreme harlequin', 'harlequin']",2618310.jpeg
1311,"['cream', 'yellow']",[],2361585.jpeg
1312,"['cream', 'red']","['dalmatian', 'harlequin', 'pinstripe']",2525221.jpeg
1313,"['cream', 'yellow']",['fringing'],2361530.jpeg
1314,['yellow'],[],2361523.jpeg
1315,['lavender'],"['tangerine', 'empty back', 'super stripe']",2681469.jpeg
1316,['dark'],['harlequin'],2524983.jpeg
1317,['dark'],['harlequin'],2382606.jpeg
1318,['red'],['harlequin'],2382671.jpeg
1319,['yellow'],"['pinstripe', 'phantom']",2382619.jpeg
1320,"['cream', 'dark']",[],1551428.jpeg
1321,['yellow'],['harlequin'],2526093.jpeg
1322,"['cream', 'dark']","['partial pinstripe', 'pinstripe']",2499743.jpeg
1323,['dark'],"['portholes', 'tri-color']",2681186.jpeg
1324,['red'],"['dalmatian', 'harlequin']",2199377.jpeg
1325,['red'],"['portholes', 'phantom']",2681283.jpeg
1326,['red'],"['super dalmatian', 'ink spot', 'oil spot', 'red spot']",2350771.jpeg
1327,"['cream', 'dark', 'lavender']","['harlequin', 'snowflake', 'portholes']",2681260.jpeg
1328,['red'],"['dalmatian', 'pos peppered']",2313969.jpeg
1329,['red'],"['tri-color', 'soft scale', 'lilly white']",2348498.jpeg
1330,['yellow'],"['pinstripe', 'reverse pinstripe', 'phantom']",2565690.jpeg
1331,['lavender'],"['quad-stripe', 'drippy']",2524696.jpeg
1332,"['cream', 'dark']","['extreme harlequin', 'harlequin']",2350748.jpeg
1333,['dark'],"['pinstripe', 'tri-color']",1586687.jpeg
1334,['yellow'],"['quad-stripe', 'phantom']",2565638.jpeg
1335,['dark'],['extreme harlequin'],2324571.jpeg
1336,['dark'],"['dalmatian', 'extreme harlequin', 'partial pinstripe', 'tri-color']",2324604.jpeg
1337,['dark'],[],2536252.jpeg
1338,['red'],['tri-color'],2470962.jpeg
1339,['red'],['pinstripe'],2425960.jpeg
1340,['dark'],"['pinstripe', 'tangerine']",2680686.jpeg
1341,['dark'],"['pinstripe', 'portholes']",2680679.jpeg
1342,['red'],['dalmatian'],2680674.jpeg
1343,['dark'],"['flame', 'harlequin']",2680672.jpeg
1344,['red'],"['extreme harlequin', 'harlequin']",2327889.jpeg
1345,"['cream', 'dark']","['harlequin', 'partial pinstripe', 'pinstripe']",2494804.jpeg
1346,['dark'],['pinstripe'],2491968.jpeg
1347,['yellow'],['tiger'],2638544.jpeg
1348,['yellow'],"['dalmatian', 'tiger']",2330931.jpeg
1349,"['red', 'yellow']",[],2505297.jpeg
1350,['lavender'],"['extreme harlequin', 'flame', 'harlequin', 'white out', 'snowflake', 'drippy']",2448513.jpeg
1351,"['cream', 'dark']","['extreme harlequin', 'flame', 'harlequin', 'white out', 'snowflake']",2448485.jpeg
1352,"['dark', 'olive']",['patternless'],2448492.jpeg
1353,['lavender'],"['extreme harlequin', 'harlequin', 'snowflake', 'drippy']",2448519.jpeg
1354,['yellow'],"['brindle', 'dalmatian', 'extreme harlequin', 'harlequin', 'pinstripe', 'snowflake', 'creamsicle', 'drippy']",2448482.jpeg
1355,"['dark', 'olive']","['portholes', 'pos olive', 'patternless']",2448504.jpeg
1356,"['dark', 'red', 'yellow']","['extreme harlequin', 'white out', 'tri-color', 'drippy']",2448563.jpeg
1357,"['red', 'yellow']","['brindle', 'extreme harlequin', 'pinstripe', 'white out', 'snowflake', 'white wall', 'creamsicle', 'drippy']",2448546.jpeg
1358,['lavender'],"['solid back', 'white wall', 'drippy']",1683927.jpeg
1359,['red'],"['extreme harlequin', 'partial pinstripe', 'tri-color']",2680518.jpeg
1360,['red'],[],2616892.jpeg
1361,['red'],"['dalmatian', 'flame']",2564912.jpeg
1362,['red'],"['super dalmatian', 'ink spot']",2348410.jpeg
1363,['red'],['extreme harlequin'],2359752.jpeg
1364,['red'],"['extreme harlequin', 'white out', 'white wall']",2348282.jpeg
1365,['red'],"['super dalmatian', 'red spot', 'portholes']",2350764.jpeg
1366,"['cream', 'dark']",['pinstripe'],2488775.jpeg
1367,"['cream', 'red']",['harlequin'],2488754.jpeg
1368,"['cream', 'lavender']","['extreme harlequin', 'drippy']",1773369.jpeg
1369,['red'],"['lilly white', 'phantom']",2282487.jpeg
1370,['dark'],"['harlequin', 'quad-stripe']",2404928.jpeg
1371,"['cream', 'dark']",['extreme harlequin'],1878896.jpeg
1372,['dark'],"['tri-color', 'drippy']",2436014.jpeg
1373,['cream'],"['extreme harlequin', 'pinstripe']",2680213.jpeg
1374,['dark'],"['pos olive', 'phantom']",2680181.jpeg
1375,['cream'],['extreme harlequin'],1878712.jpeg
1376,"['red', 'yellow']","['dalmatian', 'extreme harlequin', 'harlequin', 'super dalmatian', 'ink spot', 'blushing']",2616529.jpeg
1377,"['red', 'yellow']","['pinstripe', 'quad-stripe', 'creamsicle']",2680170.jpeg
1378,['yellow'],"['pinstripe', 'quad-stripe']",2680156.jpeg
1379,['dark'],"['pin-dashed', 'portholes']",2559697.jpeg
1380,['yellow'],"['pos brindle', 'dalmatian', 'oil spot', 'crowned', 'phantom']",2616386.jpeg
1381,['lavender'],['extreme harlequin'],2321666.jpeg
1382,['red'],"['extreme harlequin', 'crowned']",2679996.jpeg
1383,['yellow'],"['dalmatian', 'super dalmatian', 'portholes']",2315802.jpeg
1384,['lavender'],"['dalmatian', 'partial pinstripe', 'pinstripe', 'snowflake']",2679955.jpeg
1385,['lavender'],"['harlequin', 'pinstripe', 'snowflake']",2679952.jpeg
1386,['lavender'],"['dalmatian', 'partial pinstripe', 'pinstripe', 'quad-stripe']",2679921.jpeg
1387,['red'],"['dalmatian', 'pinstripe']",2564142.jpeg
1388,['dark'],['quad-stripe'],2679863.jpeg
1389,['dark'],['tri-color'],2679771.jpeg
1390,['dark'],['pos quad-stripe'],2679853.jpeg
1391,['dark'],"['extreme harlequin', 'tri-color']",1878433.jpeg
1392,['yellow'],"['empty back', 'phantom']",2679847.jpeg
1393,['cream'],"['extreme harlequin', 'harlequin', 'tri-color']",2522009.jpeg
1394,['yellow'],['quad-stripe'],2260991.jpeg
1395,['yellow'],['quad-stripe'],2153961.jpeg
1396,['red'],"['super dalmatian', 'red spot']",2623905.jpeg
1397,['dark'],['dalmatian'],2679770.jpeg
1398,['lavender'],['pinstripe'],2538039.jpeg
1399,['dark'],[],2679745.jpeg
1400,['red'],['harlequin'],2241641.jpeg
1401,['cream'],"['harlequin', 'pinstripe']",2563933.jpeg
1402,['red'],"['dalmatian', 'super dalmatian']",2523040.jpeg
1403,['dark'],['phantom'],2679683.jpeg
1404,['dark'],['tri-color'],2663302.jpeg
1405,['dark'],"['pinstripe', 'quad-stripe', 'drippy']",2532626.jpeg
1406,['red'],"['dalmatian', 'harlequin', 'portholes']",2679584.jpeg
1407,['dark'],"['extreme harlequin', 'harlequin']",2668697.jpeg
1408,['dark'],"['harlequin', 'pin-dashed', 'white tip']",2679576.jpeg
1409,['dark'],[],2668673.jpeg
1410,['dark'],[],2668679.jpeg
1411,['dark'],"['extreme harlequin', 'harlequin']",2668707.jpeg
1412,['dark'],"['extreme harlequin', 'harlequin']",2668733.jpeg
1413,['dark'],['dalmatian'],2679551.jpeg
1414,['yellow'],"['dalmatian', 'partial pinstripe', 'phantom']",2679541.jpeg
1415,['dark'],"['pinstripe', 'quad-stripe']",2563594.jpeg
1416,['red'],"['pinstripe', 'white wall', 'lilly white', 'empty back', 'pos het super stripe', 'super stripe']",2679470.jpeg
1417,"['cream', 'dark']","['chevron', 'harlequin', 'drippy']",2679426.jpeg
1418,"['dark', 'red']",['soft scale'],2578063.jpeg
1419,['lavender'],"['pinstripe', 'white out', 'crowned']",2578059.jpeg
1420,['dark'],"['pinstripe', 'tangerine']",2578053.jpeg
1421,['red'],['harlequin'],2623352.jpeg
1422,['yellow'],['snowflake'],2623326.jpeg
1423,['dark'],"['harlequin', 'partial pinstripe']",2501411.jpeg
1424,"['cream', 'dark']",[],2241141.jpeg
1425,['yellow'],"['super dalmatian', 'tiger']",2330065.jpeg
1426,['red'],[],2563113.jpeg
1427,"['cream', 'yellow']","['pinstripe', 'drippy']",2679117.jpeg
1428,"['cream', 'dark']","['pinstripe', 'drippy']",2679093.jpeg
1429,['red'],['lilly white'],2303371.jpeg
1430,['red'],['lilly white'],2303351.jpeg
1431,['red'],['lilly white'],2303337.jpeg
1432,['dark'],"['harlequin', 'portholes']",1588178.jpeg
1433,['lavender'],"['extreme harlequin', 'drippy']",2215289.jpeg
1434,"['cream', 'yellow']","['extreme harlequin', 'snowflake', 'fringing', 'kneecaps', 'tri-color']",2303266.jpeg
1435,['yellow'],"['extreme harlequin', 'fringing', 'kneecaps', 'tri-color']",2303256.jpeg
1436,['red'],['dalmatian'],2251137.jpeg
1437,"['cream', 'lavender']","['extreme harlequin', 'fringing', 'kneecaps']",2303188.jpeg
1438,['red'],"['super dalmatian', 'ink spot']",2303160.jpeg
1439,['red'],"['super dalmatian', 'ink spot', 'oil spot']",2303116.jpeg
1440,['yellow'],"['extreme harlequin', 'fringing', 'kneecaps', 'tri-color']",2303025.jpeg
1441,['yellow'],"['extreme harlequin', 'tri-color']",2303015.jpeg
1442,['dark'],"['harlequin', 'reverse pinstripe']",2614963.jpeg
1443,['cream'],['pinstripe'],2201988.jpeg
1444,"['cream', 'yellow']","['partial pinstripe', 'fringing', 'kneecaps']",2303000.jpeg
1445,"['cream', 'yellow']","['extreme harlequin', 'pinstripe', 'fringing', 'kneecaps', 'tri-color']",2302996.jpeg
1446,"['cream', 'red']","['extreme harlequin', 'fringing', 'kneecaps', 'white wall']",2302994.jpeg
1447,['yellow'],"['extreme harlequin', 'fringing', 'kneecaps', 'tri-color']",2302987.jpeg
1448,['cream'],"['extreme harlequin', 'fringing']",2302976.jpeg
1449,['dark'],[],2429733.jpeg
1450,"['dark', 'olive']","['harlequin', 'pinstripe', 'fringing']",2678425.jpeg
1451,['red'],"['lilly white', 'phantom']",2678370.jpeg
1452,['red'],['harlequin'],2593765.jpeg
1453,"['cream', 'lavender', 'red']","['flame', 'harlequin', 'pinstripe']",2678289.jpeg
1454,"['cream', 'red']",['dalmatian'],2358664.jpeg
1455,['red'],['super dalmatian'],2593597.jpeg
1456,"['cream', 'red']",['extreme harlequin'],2593589.jpeg
1457,['red'],['lilly white'],2312094.jpeg
1458,['dark'],"['quad-stripe', 'tri-color']",2312081.jpeg
1459,['red'],"['dalmatian', 'flame']",1692665.jpeg
1460,['red'],"['dalmatian', 'flame']",1692663.jpeg
1461,['red'],"['harlequin', 'lilly white']",2019438.jpeg
1462,['red'],"['harlequin', 'partial pinstripe']",2342826.jpeg
1463,['dark'],['extreme harlequin'],2343693.jpeg
1464,['dark'],"['pinstripe', 'quad-stripe']",2545983.jpeg
1465,['lavender'],['pinstripe'],2678161.jpeg
1466,['lavender'],"['pinstripe', 'white out']",2678158.jpeg
1467,['lavender'],"['pinstripe', 'white out']",2678153.jpeg
1468,['red'],['harlequin'],2678152.jpeg
1469,['lavender'],['harlequin'],2678151.jpeg
1470,['dark'],['phantom'],2678144.jpeg
1471,['lavender'],['harlequin'],2678121.jpeg
1472,['red'],['lilly white'],2678060.jpeg
1473,['yellow'],"['tiger', 'portholes']",2029834.jpeg
1474,['red'],"['harlequin', 'partial pinstripe', 'pinstripe', 'portholes']",2029801.jpeg
1475,['cream'],['quad-stripe'],2342669.jpeg
1476,['lavender'],"['extreme harlequin', 'harlequin', 'pinstripe', 'snowflake', 'fringing', 'kneecaps', 'tri-color', 'drippy']",2149596.jpeg
1477,['red'],"['extreme harlequin', 'lilly white']",2677876.jpeg
1478,"['cream', 'dark', 'lavender', 'red', 'yellow']","['harlequin', 'pinstripe', 'drippy']",2677848.jpeg
1479,['red'],"['dalmatian', 'portholes', 'phantom']",2677825.jpeg
1480,['red'],['phantom'],2536313.jpeg
1481,['red'],['phantom'],2536301.jpeg
1482,['yellow'],"['dalmatian', 'super dalmatian', 'oil spot']",538861.jpeg
1483,"['cream', 'red']",['tri-color'],2471477.jpeg
1484,['dark'],['tri-color'],2471389.jpeg
1485,['dark'],['phantom'],2677583.jpeg
1486,['red'],['quad-stripe'],1463502.jpeg
1487,['red'],['drippy'],2335343.jpeg
1488,"['cream', 'red']","['tailless', 'portholes']",2467293.jpeg
1489,"['cream', 'red']",['creamsicle'],2331909.jpeg
1490,"['dark', 'lavender', 'olive']","['extreme harlequin', 'harlequin', 'pinstripe', 'white out', 'white wall', 'tri-color']",2677474.jpeg
1491,['lavender'],"['quad-stripe', 'drippy']",2677453.jpeg
1492,"['red', 'yellow']","['extreme harlequin', 'snowflake', 'fringing', 'kneecaps']",1928463.jpeg
1493,['red'],"['portholes', 'fringing']",2677425.jpeg
1494,['yellow'],"['dalmatian', 'pinstripe', 'quad-stripe', 'ink spot', 'crowned', 'phantom']",1711807.jpeg
1495,['yellow'],"['pinstripe', 'snowflake']",1928392.jpeg
1496,['yellow'],"['dalmatian', 'partial pinstripe', 'reverse pinstripe', 'ink spot', 'crowned', 'phantom']",1721815.jpeg
1497,['dark'],['phantom'],2677385.jpeg
1498,['red'],"['fringing', 'kneecaps', 'lilly white']",1928085.jpeg
1499,['red'],"['dalmatian', 'ink spot']",1928127.jpeg
1500,['red'],"['super dalmatian', 'ink spot', 'oil spot', 'portholes']",2677290.jpeg
1501,['lavender'],['pinstripe'],2301840.jpeg
1502,['red'],['dalmatian'],2233476.jpeg
1503,['yellow'],"['pos het phantom', 'pinstripe', 'quad-stripe']",2217708.jpeg
1504,['red'],['dalmatian'],2251960.jpeg
1505,['red'],"['dalmatian', 'super dalmatian', 'red spot']",2253084.jpeg
1506,['dark'],['extreme harlequin'],2253331.jpeg
1507,['red'],"['super dalmatian', 'ink spot', 'red spot']",2253348.jpeg
1508,['red'],['harlequin'],2372538.jpeg
1509,['cream'],"['extreme harlequin', 'harlequin']",1323851.jpeg
1510,['dark'],"['dalmatian', 'super dalmatian']",1324305.jpeg
1511,['red'],['harlequin'],2368005.jpeg
1512,['dark'],"['dalmatian', 'phantom']",2003419.jpeg
1513,['red'],['white wall'],2376143.jpeg
1514,['yellow'],"['pinstripe', 'quad-stripe']",2121624.jpeg
1515,['dark'],"['flame', 'portholes']",1790658.jpeg
1516,['red'],['harlequin'],2376154.jpeg
1517,['yellow'],"['dalmatian', 'super dalmatian']",1487085.jpeg
1518,['red'],"['chevron', 'harlequin', 'snowflake']",2256963.jpeg
1519,['cream'],['harlequin'],2484566.jpeg
1520,['red'],"['harlequin', 'pin-dashed']",2368388.jpeg
1521,['red'],"['extreme harlequin', 'portholes', 'white wall']",2484450.jpeg
1522,['lavender'],"['extreme harlequin', 'harlequin']",2368728.jpeg
1523,['red'],['harlequin'],1487255.jpeg
1524,['red'],"['dalmatian', 'super dalmatian']",2484344.jpeg
1525,['dark'],['extreme harlequin'],2592127.jpeg
1526,['red'],"['dalmatian', 'pos super dalmatian', 'red spot', 'phantom']",2677191.jpeg
1527,['red'],[],2677166.jpeg
1528,['yellow'],"['extreme harlequin', 'pinstripe', 'snowflake', 'fringing', 'kneecaps']",1928113.jpeg
1529,['yellow'],"['super dalmatian', 'oil spot', 'furred']",1928110.jpeg
1530,['red'],"['dalmatian', 'ink spot', 'oil spot']",1928063.jpeg
1531,['yellow'],"['extreme harlequin', 'tri-color']",1928030.jpeg
1532,['cream'],"['harlequin', 'blushing']",2104911.jpeg
1533,['red'],"['harlequin', 'lilly white']",2080171.jpeg
1534,['red'],['portholes'],2676887.jpeg
1535,['red'],['snowflake'],2249573.jpeg
1536,"['red', 'yellow']","['extreme harlequin', 'tiger']",2676727.jpeg
1537,['dark'],"['extreme harlequin', 'harlequin', 'partial pinstripe', 'fringing', 'kneecaps']",2400727.jpeg
1538,['red'],['lilly white'],2326887.jpeg
1539,['red'],"['dalmatian', 'red spot', 'portholes', 'phantom']",2676711.jpeg
1540,['dark'],['buckskin'],2447294.jpeg
1541,['dark'],"['harlequin', 'tri-color']",2676618.jpeg
1542,"['cream', 'yellow']","['extreme harlequin', 'tri-color']",1975650.jpeg
1543,"['cream', 'lavender']","['quad-stripe', 'fringing', 'kneecaps']",1975636.jpeg
1544,"['cream', 'red']","['extreme harlequin', 'fringing', 'kneecaps']",1975623.jpeg
1545,['yellow'],"['extreme harlequin', 'tri-color']",1975595.jpeg
1546,['red'],[],2612643.jpeg
1547,['yellow'],"['pinstripe', 'portholes', 'crowned', 'phantom', 'patternless']",2676281.jpeg
1548,['dark'],"['flame', 'partial pinstripe']",2612498.jpeg
1549,['red'],"['dalmatian', 'red spot']",2612495.jpeg
1550,"['cream', 'red']","['harlequin', 'drippy']",2612492.jpeg
1551,['dark'],['partial pinstripe'],2612485.jpeg
1552,"['cream', 'dark']","['harlequin', 'tri-color']",2612479.jpeg
1553,['red'],"['harlequin', 'pinstripe']",2076582.jpeg
1554,['red'],"['partial pinstripe', 'white wall']",2612444.jpeg
1555,['red'],"['partial pinstripe', 'white wall']",2612439.jpeg
1556,['red'],['partial pinstripe'],2612437.jpeg
1557,['red'],['patternless'],2612413.jpeg
1558,['yellow'],[],2612410.jpeg
1559,['olive'],"['super dalmatian', 'red spot', 'soft scale', 'phantom']",2612366.jpeg
1560,['olive'],"['dalmatian', 'red spot', 'soft scale', 'phantom']",2612360.jpeg
1561,"['lavender', 'red']",[],2334190.jpeg
1562,['red'],"['lilly white', 'phantom']",2676085.jpeg
1563,['red'],['tri-color'],1616463.jpeg
1564,['red'],"['dalmatian', 'bi-color']",2327962.jpeg
1565,['yellow'],"['brindle', 'crowned']",2233000.jpeg
1566,"['cream', 'red']","['brindle', 'harlequin']",2400214.jpeg
1567,['yellow'],['phantom'],2676025.jpeg
1568,"['cream', 'dark']","['harlequin', 'pinstripe']",2492667.jpeg
1569,['cream'],"['pos lavender', 'pos tri-color', 'drippy']",2400116.jpeg
1570,['cream'],"['extreme harlequin', 'drippy']",2327912.jpeg
1571,['lavender'],['harlequin'],2676016.jpeg
1572,"['cream', 'dark']","['extreme harlequin', 'harlequin', 'partial pinstripe', 'pinstripe']",2521942.jpeg
1573,['red'],"['soft scale', 'phantom']",2675995.jpeg
1574,"['cream', 'red']","['harlequin', 'white out']",2675992.jpeg
1575,['red'],"['harlequin', 'tri-color']",2675990.jpeg
1576,['cream'],"['extreme harlequin', 'pin-dashed']",2444613.jpeg
1577,['lavender'],"['harlequin', 'white out']",2675986.jpeg
1578,['lavender'],"['harlequin', 'white out']",2675982.jpeg
1579,['lavender'],['harlequin'],2675979.jpeg
1580,['lavender'],"['harlequin', 'tiger']",2675977.jpeg
1581,['cream'],"['dalmatian', 'extreme harlequin', 'drippy']",2497829.jpeg
1582,['dark'],"['extreme harlequin', 'tri-color', 'drippy']",2675972.jpeg
1583,['lavender'],"['extreme harlequin', 'tangerine', 'drippy']",2497822.jpeg
1584,['yellow'],"['dalmatian', 'phantom']",2675965.jpeg
1585,['yellow'],"['brindle', 'pinstripe', 'quad-stripe', 'pos quad-stripe', 'reverse pinstripe', 'phantom']",2239048.jpeg
1586,['yellow'],"['dalmatian', 'phantom']",2675961.jpeg
1587,['red'],"['dalmatian', 'red spot', 'portholes', 'phantom']",2675956.jpeg
1588,['lavender'],['harlequin'],2675949.jpeg
1589,"['cream', 'red']","['harlequin', 'pos red', 'pos drippy', 'drippy']",2239019.jpeg
1590,"['cream', 'red']","['harlequin', 'partial pinstripe', 'pos red', 'tri-color']",2239010.jpeg
1591,['lavender'],"['extreme harlequin', 'solid back', 'drippy']",2249019.jpeg
