,Traits,Image Name,cream,dark,lavender,olive,red,yellow
1090,"['harlequin', 'partial pinstripe']",1715603.jpeg,0,0,0,0,1,0
1091,"['harlequin', 'pinstripe']",1715633.jpeg,0,0,0,0,0,1
1092,['harlequin'],1715675.jpeg,0,0,0,0,0,1
1093,"['harlequin', 'partial pinstripe']",1715684.jpeg,0,0,0,0,1,0
1094,"['harlequin', 'partial pinstripe']",1715689.jpeg,0,0,0,0,1,0
1095,"['pinstripe', 'tiger', 'phantom']",1391567.jpeg,0,0,0,0,0,1
1096,['harlequin'],2364859.jpeg,0,0,0,0,0,1
1097,['patternless'],1566130.jpeg,0,0,0,0,1,0
1098,['lilly white'],2545129.jpeg,0,0,0,0,1,0
1099,['snowflake'],2585745.jpeg,0,1,0,0,0,0
1100,"['pinstripe', 'fringing', 'kneecaps']",1937566.jpeg,0,0,0,0,1,0
1101,"['crowned', 'white wall', 'tri-color']",2251401.jpeg,1,0,0,0,0,0
1102,"['tri-color', 'tri-color']",2251484.jpeg,0,0,0,0,1,1
1103,"['portholes', 'buckskin', 'phantom']",2370846.jpeg,0,1,0,0,0,0
1104,['cappuccino'],2622160.jpeg,0,0,0,0,1,0
1105,"['harlequin', 'pinstripe', 'harlequin', 'pinstripe']",2529934.jpeg,1,1,0,0,0,0
1106,"['dalmatian', 'patternless']",1566076.jpeg,0,0,0,0,1,0
1107,['bi-color'],1566060.jpeg,0,0,0,0,1,0
1108,['flame'],2622758.jpeg,0,0,0,0,1,0
1109,"['extreme harlequin', 'harlequin', 'tangerine', 'tri-color', 'extreme harlequin', 'harlequin', 'tangerine', 'tri-color']",2336767.jpeg,0,0,1,0,1,0
1110,[],2555127.jpeg,0,0,0,0,0,1
1111,"['harlequin', 'ink spot']",2629230.jpeg,0,0,0,0,0,1
1112,"['dalmatian', 'pinstripe']",2629225.jpeg,0,0,0,0,0,1
1113,"['harlequin', 'kneecaps', 'harlequin', 'kneecaps']",2629220.jpeg,0,0,0,0,1,1
1114,['harlequin'],2629216.jpeg,0,1,0,0,0,0
1115,"['dalmatian', 'harlequin', 'pinstripe', 'portholes', 'kneecaps']",2629214.jpeg,0,1,0,0,0,0
1116,['harlequin'],2629201.jpeg,0,1,0,0,0,0
1117,"['dalmatian', 'quad-stripe', 'kneecaps']",2629198.jpeg,0,0,0,0,1,0
1118,"['harlequin', 'harlequin']",2629193.jpeg,1,1,0,0,0,0
1119,"['pinstripe', 'kneecaps', 'bi-color', 'phantom']",2685366.jpeg,0,0,0,0,1,0
1120,"['dalmatian', 'super dalmatian', 'ink spot', 'red spot']",2685360.jpeg,0,0,0,0,0,1
1121,['extreme harlequin'],2364502.jpeg,0,0,0,0,1,0
1122,['pinstripe'],2600703.jpeg,0,1,0,0,0,0
1123,['phantom'],2685314.jpeg,0,0,0,0,1,0
1124,"['super dalmatian', 'portholes', 'super dalmatian', 'portholes']",2138907.jpeg,0,1,0,0,1,0
1125,['tri-color'],1913219.jpeg,0,0,0,0,1,0
1126,"['harlequin', 'pinstripe', 'harlequin', 'pinstripe']",2554998.jpeg,1,0,0,0,0,1
1127,"['harlequin', 'pinstripe', 'blushing', 'harlequin', 'pinstripe', 'blushing']",2622486.jpeg,1,0,0,0,1,0
1128,"['portholes', 'phantom', 'portholes', 'phantom']",2622471.jpeg,0,1,0,0,1,0
1129,"['portholes', 'portholes']",2622465.jpeg,0,1,0,0,1,0
1130,"['extreme harlequin', 'flame', 'tri-color']",2622458.jpeg,0,0,1,0,0,0
1131,"['dalmatian', 'harlequin']",2685236.jpeg,0,0,1,0,0,0
1132,"['harlequin', 'tiger']",2685233.jpeg,0,0,1,0,0,0
1133,"['white out', 'soft scale', 'phantom']",2584906.jpeg,0,0,0,0,1,0
1134,"['harlequin', 'drippy']",2404773.jpeg,0,0,1,0,0,0
1135,"['pinstripe', 'drippy', 'pinstripe', 'drippy']",2619259.jpeg,1,1,0,0,0,0
1136,"['extreme harlequin', 'harlequin', 'snowflake', 'tri-color', 'drippy']",2404437.jpeg,1,0,0,0,0,0
1137,"['extreme harlequin', 'harlequin', 'pinstripe', 'snowflake', 'portholes', 'drippy']",2244287.jpeg,1,0,0,0,0,0
1138,"['dalmatian', 'super dalmatian', 'ink spot', 'red spot', 'portholes']",2584863.jpeg,0,0,0,0,1,0
1139,"['dalmatian', 'super dalmatian', 'red spot', 'portholes']",2584852.jpeg,0,0,0,0,1,0
1140,"['dalmatian', 'super dalmatian', 'ink spot', 'red spot', 'portholes']",2584844.jpeg,0,0,0,0,1,0
1141,[],2584816.jpeg,0,0,0,0,1,0
1142,['pinstripe'],2685152.jpeg,0,0,0,0,1,0
1143,"['extreme harlequin', 'pinstripe', 'tri-color', 'drippy']",2685084.jpeg,0,1,0,0,0,0
1144,"['dalmatian', 'super dalmatian']",2364265.jpeg,0,0,0,0,0,1
1145,"['harlequin', 'tri-color']",2549103.jpeg,0,0,0,0,1,0
1146,"['lilly white', 'phantom']",2685001.jpeg,0,0,0,0,1,0
1147,"['pinstripe', 'quad-stripe']",2569318.jpeg,0,1,0,0,0,0
1148,"['fringing', 'kneecaps', 'white wall', 'tri-color', 'empty back', 'white tip']",2569398.jpeg,0,1,0,0,0,0
1149,"['pinstripe', 'quad-stripe', 'fringing', 'kneecaps', 'crowned', 'empty back', 'white tip']",2569378.jpeg,0,1,0,0,0,0
1150,"['pinstripe', 'reverse pinstripe', 'fringing', 'kneecaps']",2569427.jpeg,0,0,0,0,0,1
1151,"['pinstripe', 'fringing', 'kneecaps', 'crowned', 'tri-color', 'drippy']",2569481.jpeg,0,1,0,0,0,0
1152,['tri-color'],2684873.jpeg,0,0,1,0,0,0
1153,['tri-color'],1534286.jpeg,0,1,0,0,0,0
1154,"['harlequin', 'harlequin']",2248145.jpeg,1,1,0,0,0,0
1155,[],1534180.jpeg,0,1,0,0,0,0
1156,"['harlequin', 'partial pinstripe', 'tri-color']",2406541.jpeg,0,0,0,0,1,0
1157,"['partial pinstripe', 'portholes', 'phantom']",2569343.jpeg,0,0,0,0,1,0
1158,[],2475420.jpeg,0,1,0,0,0,0
1159,"['dalmatian', 'red spot', 'portholes', 'phantom']",2642342.jpeg,0,0,0,0,0,1
1160,[],2236487.jpeg,0,0,1,0,0,0
1161,"['super dalmatian', 'red spot']",2684607.jpeg,0,0,0,0,1,0
1162,['dalmatian'],2155282.jpeg,0,0,0,0,1,0
1163,"['extreme harlequin', 'drippy']",2155268.jpeg,0,0,0,0,0,1
1164,['snowflake'],2684557.jpeg,0,0,1,0,0,0
1165,"['extreme harlequin', 'harlequin', 'pinstripe']",2684528.jpeg,0,0,0,0,1,0
1166,"['drippy', 'drippy']",2684516.jpeg,0,0,0,0,1,1
1167,"['pinstripe', 'quad-stripe', 'tri-color']",2684490.jpeg,0,1,0,0,0,0
1168,"['harlequin', 'ink spot', 'fringing', 'kneecaps', 'harlequin', 'ink spot', 'fringing', 'kneecaps']",2080849.jpeg,0,0,1,0,0,1
1169,"['partial pinstripe', 'pinstripe', 'quad-stripe']",1912580.jpeg,0,0,0,0,1,0
1170,"['extreme harlequin', 'fringing']",2080835.jpeg,0,0,0,0,0,1
1171,"['pinstripe', 'fringing', 'kneecaps']",2080821.jpeg,0,0,0,0,0,1
1172,"['extreme harlequin', 'fringing', 'kneecaps']",2080812.jpeg,1,0,0,0,0,0
1173,"['pinstripe', 'snowflake']",2080778.jpeg,0,0,1,0,0,0
1174,['extreme harlequin'],2080773.jpeg,0,0,0,0,0,1
1175,"['extreme harlequin', 'extreme harlequin']",1382910.jpeg,1,1,0,0,0,0
1176,['extreme harlequin'],2080737.jpeg,0,0,0,0,0,1
1177,"['portholes', 'phantom']",2684312.jpeg,0,0,0,0,1,0
1178,"['extreme harlequin', 'furred', 'extreme harlequin', 'furred']",2080717.jpeg,0,0,1,0,0,1
1179,"['portholes', 'phantom']",2684300.jpeg,0,0,0,0,1,0
1180,"['extreme harlequin', 'tri-color']",2080706.jpeg,0,0,0,0,0,1
1181,"['pinstripe', 'ink spot', 'fringing', 'kneecaps', 'cold fusion']",2363687.jpeg,1,0,0,0,0,0
1182,"['dalmatian', 'snowflake']",2684289.jpeg,0,1,0,0,0,0
1183,"['quad-stripe', 'fringing', 'kneecaps', 'tri-color']",2363681.jpeg,0,0,0,0,0,1
1184,"['dalmatian', 'harlequin', 'portholes']",2684276.jpeg,0,0,0,0,1,0
1185,"['extreme harlequin', 'tri-color']",2080692.jpeg,0,0,0,0,0,1
1186,"['extreme harlequin', 'tri-color']",2363676.jpeg,0,0,0,0,0,1
1187,"['extreme harlequin', 'pinstripe', 'fringing', 'kneecaps', 'tri-color']",2363673.jpeg,0,0,0,0,0,1
1188,"['dalmatian', 'harlequin', 'ink spot', 'fringing', 'kneecaps', 'cold fusion']",2363668.jpeg,1,0,0,0,0,0
1189,"['extreme harlequin', 'harlequin', 'pinstripe', 'quad-stripe', 'snowflake', 'white wall', 'drippy']",2684261.jpeg,0,1,0,0,0,0
1190,"['extreme harlequin', 'fringing', 'tri-color']",2363654.jpeg,0,0,0,0,0,1
1191,"['dalmatian', 'extreme harlequin', 'fringing', 'kneecaps']",2080673.jpeg,1,0,0,0,0,0
1192,"['dalmatian', 'pinstripe', 'white out', 'snowflake', 'portholes']",2684247.jpeg,0,1,0,0,0,0
1193,"['harlequin', 'fringing', 'kneecaps', 'cold fusion']",2363643.jpeg,1,0,0,0,0,0
1194,['partial pinstripe'],2583548.jpeg,0,0,0,1,0,0
1195,"['extreme harlequin', 'harlequin', 'tri-color']",2621489.jpeg,0,0,0,0,1,0
1196,"['harlequin', 'white out', 'harlequin', 'white out']",2684208.jpeg,1,1,0,0,0,0
1197,['dalmatian'],2245217.jpeg,0,0,0,0,1,0
1198,['quad-stripe'],2583530.jpeg,0,0,0,0,1,0
1199,"['fringing', 'kneecaps']",2080632.jpeg,0,0,0,0,0,1
1200,[],2621466.jpeg,0,0,0,0,1,0
1201,"['harlequin', 'fringing', 'kneecaps', 'harlequin', 'fringing', 'kneecaps']",2080620.jpeg,1,0,0,0,0,1
1202,"['white wall', 'tri-color', 'drippy']",2684161.jpeg,0,0,0,0,1,0
1203,"['fringing', 'kneecaps', 'tri-color']",2080593.jpeg,0,0,0,0,0,1
1204,"['pinstripe', 'tri-color', 'pinstripe', 'tri-color']",2080573.jpeg,1,0,0,0,0,1
1205,['extreme harlequin'],2080564.jpeg,0,0,0,0,0,1
1206,['quad-stripe'],2080557.jpeg,1,0,0,0,0,0
1207,"['dalmatian', 'extreme harlequin', 'solid back', 'dalmatian', 'extreme harlequin', 'solid back']",2080551.jpeg,1,0,0,0,0,1
1208,"['extreme harlequin', 'fringing', 'kneecaps', 'tri-color']",2080544.jpeg,0,0,0,0,0,1
1209,['pinstripe'],2080521.jpeg,0,0,0,0,0,1
1210,"['extreme harlequin', 'harlequin', 'drippy']",2684065.jpeg,0,0,1,0,0,0
1211,['extreme harlequin'],2080485.jpeg,1,0,0,0,0,0
1212,"['extreme harlequin', 'tri-color', 'extreme harlequin', 'tri-color']",2080475.jpeg,1,0,0,0,0,1
1213,"['extreme harlequin', 'extreme harlequin']",1883107.jpeg,1,0,1,0,0,0
1214,"['extreme harlequin', 'snowflake', 'fringing', 'kneecaps']",2080459.jpeg,0,0,0,0,0,1
1215,"['snowflake', 'white wall', 'drippy']",1893599.jpeg,0,0,0,0,1,0
1216,"['extreme harlequin', 'extreme harlequin']",2080422.jpeg,1,0,0,0,0,1
1217,"['extreme harlequin', 'fringing']",2080414.jpeg,0,0,0,0,0,1
1218,['extreme harlequin'],2080398.jpeg,0,0,0,0,0,1
1219,"['harlequin', 'snowflake', 'harlequin', 'snowflake']",2316243.jpeg,1,1,0,0,0,0
1220,"['pinstripe', 'tri-color']",2080382.jpeg,0,0,0,0,0,1
1221,"['extreme harlequin', 'tri-color']",2080372.jpeg,0,0,0,0,0,1
1222,[],2405970.jpeg,0,0,0,0,1,0
1223,"['partial pinstripe', 'pinstripe']",2597340.jpeg,0,1,0,0,0,0
1224,['quad-stripe'],2591432.jpeg,0,1,0,0,0,0
1225,"['dalmatian', 'red spot']",2573364.jpeg,0,0,0,1,0,0
1226,['dalmatian'],2525892.jpeg,0,0,0,0,1,0
1227,"['dalmatian', 'red spot', 'portholes']",2494715.jpeg,0,0,0,0,1,0
1228,"['dalmatian', 'red spot', 'portholes']",2174789.jpeg,0,0,0,0,1,0
1229,[],2683740.jpeg,0,0,0,0,1,0
1230,"['snowflake', 'fringing', 'kneecaps', 'cold fusion']",2079984.jpeg,1,0,0,0,0,0
1231,[],2079973.jpeg,0,0,0,0,1,0
1232,"['snowflake', 'fringing', 'kneecaps', 'cold fusion']",2079953.jpeg,1,0,0,0,0,0
1233,"['snowflake', 'fringing', 'kneecaps', 'cold fusion']",2079953.jpeg,1,0,0,0,0,0
1234,"['partial pinstripe', 'crowned', 'tri-color', 'drippy']",2242997.jpeg,0,0,0,0,1,0
1235,"['snowflake', 'fringing', 'kneecaps', 'tri-color', 'cold fusion']",2079949.jpeg,0,0,0,0,0,1
1236,"['pinstripe', 'snowflake', 'portholes', 'fringing', 'kneecaps', 'cold fusion']",2079944.jpeg,0,0,0,0,1,0
1237,[],2582693.jpeg,0,0,0,0,1,0
1238,"['quad-stripe', 'quad-stripe']",2550607.jpeg,1,1,0,0,0,0
1239,['extreme harlequin'],2218865.jpeg,0,0,1,0,0,0
1240,"['dalmatian', 'ink spot']",2571818.jpeg,0,0,0,0,1,0
1241,['pinstripe'],2328437.jpeg,0,0,0,0,1,0
1242,['pinstripe'],2539449.jpeg,0,0,0,0,0,1
1243,[],2539483.jpeg,0,0,0,0,0,1
1244,['harlequin'],2427875.jpeg,0,0,0,0,1,0
1245,['tri-color'],1534170.jpeg,0,0,1,0,0,0
1246,"['pinstripe', 'pinstripe']",2071644.jpeg,1,0,1,0,0,0
1247,"['pinstripe', 'pinstripe']",2071642.jpeg,1,0,1,0,0,0
1248,['partial pinstripe'],2682957.jpeg,0,0,1,0,0,0
1249,"['harlequin', 'pinstripe']",2551988.jpeg,0,0,0,0,0,1
1250,[],2682929.jpeg,0,0,0,0,1,0
1251,"['dalmatian', 'super dalmatian']",2128997.jpeg,0,0,0,0,0,1
1252,"['dalmatian', 'pinstripe', 'quad-stripe', 'super dalmatian', 'phantom']",1859102.jpeg,0,0,0,0,0,1
1253,"['pinstripe', 'phantom', 'patternless']",2272800.jpeg,0,0,0,0,1,0
1254,['harlequin'],2272797.jpeg,0,0,0,0,1,0
1255,['harlequin'],2619828.jpeg,0,0,0,0,0,1
1256,"['pos red', 'pos tri-color', 'drippy']",2109779.jpeg,0,0,0,0,1,0
1257,"['harlequin', 'drippy']",2526574.jpeg,0,1,0,0,0,0
1258,"['harlequin', 'harlequin']",2551833.jpeg,1,0,0,0,1,0
1259,"['snowflake', 'fringing', 'tri-color', 'drippy']",2109705.jpeg,0,1,0,0,0,0
1260,['pinstripe'],2619739.jpeg,0,0,1,0,0,0
1261,"['pinstripe', 'quad-stripe', 'tri-color', 'pinstripe', 'quad-stripe', 'tri-color']",2418234.jpeg,0,0,1,0,1,0
1262,[],2436929.jpeg,0,1,0,0,0,0
1263,['pinstripe'],2682786.jpeg,0,1,0,0,0,0
1264,"['fringing', 'tri-color']",2682779.jpeg,0,1,0,0,0,0
1265,['pinstripe'],2682748.jpeg,0,1,0,0,0,0
1266,['harlequin'],2526470.jpeg,0,1,0,0,0,0
1267,['pinstripe'],2682720.jpeg,0,1,0,0,0,0
1268,"['extreme harlequin', 'tri-color', 'drippy']",1988441.jpeg,0,1,0,0,0,0
1269,"['extreme harlequin', 'tri-color', 'extreme harlequin', 'tri-color']",2526342.jpeg,1,1,0,0,0,0
1270,"['extreme harlequin', 'harlequin', 'tri-color']",2450294.jpeg,0,1,0,0,0,0
1271,['tri-color'],2682530.jpeg,0,1,0,0,0,0
1272,['tri-color'],2682463.jpeg,0,1,0,0,0,0
1273,"['dalmatian', 'pinstripe', 'phantom']",1713444.jpeg,0,1,0,0,0,0
1274,"['pinstripe', 'quad-stripe']",2284533.jpeg,0,1,0,0,0,0
1275,['quad-stripe'],1713486.jpeg,0,1,0,0,0,0
1276,['pinstripe'],1570289.jpeg,0,1,0,0,0,0
1277,"['harlequin', 'snowflake', 'harlequin', 'snowflake']",2404938.jpeg,1,0,0,0,0,1
1278,[],2682309.jpeg,0,0,0,0,1,0
1279,"['harlequin', 'crowned', 'harlequin', 'crowned']",2375238.jpeg,1,0,0,0,1,0
1280,"['extreme harlequin', 'harlequin', 'extreme harlequin', 'harlequin']",2526166.jpeg,0,1,1,0,0,0
1281,"['dalmatian', 'harlequin']",2682283.jpeg,0,0,0,0,1,0
1282,['phantom'],2536806.jpeg,0,0,0,0,1,0
1283,"['dalmatian', 'portholes', 'phantom']",2536797.jpeg,0,0,0,0,1,0
1284,"['brindle', 'dalmatian', 'super dalmatian']",2618819.jpeg,0,0,0,0,0,1
1285,"['extreme harlequin', 'drippy']",2525638.jpeg,0,0,1,0,0,0
1286,"['extreme harlequin', 'fringing', 'kneecaps']",2361830.jpeg,1,0,0,0,0,0
1287,['dalmatian'],2525589.jpeg,0,0,0,0,1,0
1288,['dalmatian'],2449821.jpeg,0,0,0,0,1,0
1289,"['creamsicle', 'drippy']",2363568.jpeg,0,0,0,0,1,0
1290,"['extreme harlequin', 'harlequin']",2494867.jpeg,0,0,1,0,0,0
1291,"['partial pinstripe', 'pinstripe', 'partial pinstripe', 'pinstripe']",2236065.jpeg,0,1,0,0,1,0
1292,['harlequin'],2474722.jpeg,0,1,0,0,0,0
1293,['pinstripe'],2492386.jpeg,1,0,0,0,0,0
1294,"['extreme harlequin', 'harlequin', 'tri-color']",2563899.jpeg,0,0,0,0,1,0
1295,[],2618497.jpeg,1,0,0,0,0,0
1296,['tangerine'],2525407.jpeg,0,0,0,0,1,0
1297,['phantom'],2361720.jpeg,0,1,0,0,0,0
1298,"['bi-color', 'phantom']",2361717.jpeg,0,1,0,0,0,0
1299,"['portholes', 'phantom']",2361701.jpeg,0,1,0,0,0,0
1300,"['dalmatian', 'flame']",2681761.jpeg,0,0,0,0,1,0
1301,"['fringing', 'kneecaps', 'phantom']",2361687.jpeg,0,0,0,0,1,0
1302,"['extreme harlequin', 'extreme harlequin']",1987603.jpeg,1,1,0,0,0,0
1303,"['fringing', 'phantom']",2361672.jpeg,0,1,0,0,0,0
1304,['phantom'],2361660.jpeg,0,1,0,0,0,0
1305,[],2618386.jpeg,0,0,0,0,1,0
1306,['pinstripe'],2681699.jpeg,0,1,0,0,0,0
1307,"['phantom', 'patternless']",2361617.jpeg,0,1,0,0,0,0
1308,[],2361609.jpeg,0,0,0,0,0,1
1309,"['super dalmatian', 'red spot']",2681640.jpeg,0,0,0,0,1,0
1310,"['extreme harlequin', 'harlequin']",2618310.jpeg,0,0,1,0,0,0
1311,[],2361585.jpeg,1,0,0,0,0,1
1312,"['dalmatian', 'harlequin', 'pinstripe', 'dalmatian', 'harlequin', 'pinstripe']",2525221.jpeg,1,0,0,0,1,0
1313,"['fringing', 'fringing']",2361530.jpeg,1,0,0,0,0,1
1314,[],2361523.jpeg,0,0,0,0,0,1
1315,"['tangerine', 'empty back', 'super stripe']",2681469.jpeg,0,0,1,0,0,0
1316,['harlequin'],2524983.jpeg,0,1,0,0,0,0
1317,['harlequin'],2382606.jpeg,0,1,0,0,0,0
1318,['harlequin'],2382671.jpeg,0,0,0,0,1,0
1319,"['pinstripe', 'phantom']",2382619.jpeg,0,0,0,0,0,1
1320,[],1551428.jpeg,1,1,0,0,0,0
1321,['harlequin'],2526093.jpeg,0,0,0,0,0,1
1322,"['partial pinstripe', 'pinstripe', 'partial pinstripe', 'pinstripe']",2499743.jpeg,1,1,0,0,0,0
1323,"['portholes', 'tri-color']",2681186.jpeg,0,1,0,0,0,0
1324,"['dalmatian', 'harlequin']",2199377.jpeg,0,0,0,0,1,0
1325,"['portholes', 'phantom']",2681283.jpeg,0,0,0,0,1,0
1326,"['super dalmatian', 'ink spot', 'oil spot', 'red spot']",2350771.jpeg,0,0,0,0,1,0
1327,"['harlequin', 'snowflake', 'portholes', 'harlequin', 'snowflake', 'portholes', 'harlequin', 'snowflake', 'portholes']",2681260.jpeg,1,1,1,0,0,0
1328,"['dalmatian', 'pos peppered']",2313969.jpeg,0,0,0,0,1,0
1329,"['tri-color', 'soft scale', 'lilly white']",2348498.jpeg,0,0,0,0,1,0
1330,"['pinstripe', 'reverse pinstripe', 'phantom']",2565690.jpeg,0,0,0,0,0,1
1331,"['quad-stripe', 'drippy']",2524696.jpeg,0,0,1,0,0,0
1332,"['extreme harlequin', 'harlequin', 'extreme harlequin', 'harlequin']",2350748.jpeg,1,1,0,0,0,0
1333,"['pinstripe', 'tri-color']",1586687.jpeg,0,1,0,0,0,0
1334,"['quad-stripe', 'phantom']",2565638.jpeg,0,0,0,0,0,1
1335,['extreme harlequin'],2324571.jpeg,0,1,0,0,0,0
1336,"['dalmatian', 'extreme harlequin', 'partial pinstripe', 'tri-color']",2324604.jpeg,0,1,0,0,0,0
1337,[],2536252.jpeg,0,1,0,0,0,0
1338,['tri-color'],2470962.jpeg,0,0,0,0,1,0
1339,['pinstripe'],2425960.jpeg,0,0,0,0,1,0
1340,"['pinstripe', 'tangerine']",2680686.jpeg,0,1,0,0,0,0
1341,"['pinstripe', 'portholes']",2680679.jpeg,0,1,0,0,0,0
1342,['dalmatian'],2680674.jpeg,0,0,0,0,1,0
1343,"['flame', 'harlequin']",2680672.jpeg,0,1,0,0,0,0
1344,"['extreme harlequin', 'harlequin']",2327889.jpeg,0,0,0,0,1,0
1345,"['harlequin', 'partial pinstripe', 'pinstripe', 'harlequin', 'partial pinstripe', 'pinstripe']",2494804.jpeg,1,1,0,0,0,0
1346,['pinstripe'],2491968.jpeg,0,1,0,0,0,0
1347,['tiger'],2638544.jpeg,0,0,0,0,0,1
1348,"['dalmatian', 'tiger']",2330931.jpeg,0,0,0,0,0,1
1349,[],2505297.jpeg,0,0,0,0,1,1
1350,"['extreme harlequin', 'flame', 'harlequin', 'white out', 'snowflake', 'drippy']",2448513.jpeg,0,0,1,0,0,0
1351,"['extreme harlequin', 'flame', 'harlequin', 'white out', 'snowflake', 'extreme harlequin', 'flame', 'harlequin', 'white out', 'snowflake']",2448485.jpeg,1,1,0,0,0,0
1352,"['patternless', 'patternless']",2448492.jpeg,0,1,0,1,0,0
1353,"['extreme harlequin', 'harlequin', 'snowflake', 'drippy']",2448519.jpeg,0,0,1,0,0,0
1354,"['brindle', 'dalmatian', 'extreme harlequin', 'harlequin', 'pinstripe', 'snowflake', 'creamsicle', 'drippy']",2448482.jpeg,0,0,0,0,0,1
1355,"['portholes', 'pos olive', 'patternless', 'portholes', 'pos olive', 'patternless']",2448504.jpeg,0,1,0,1,0,0
1356,"['extreme harlequin', 'white out', 'tri-color', 'drippy', 'extreme harlequin', 'white out', 'tri-color', 'drippy', 'extreme harlequin', 'white out', 'tri-color', 'drippy']",2448563.jpeg,0,1,0,0,1,1
1357,"['brindle', 'extreme harlequin', 'pinstripe', 'white out', 'snowflake', 'white wall', 'creamsicle', 'drippy', 'brindle', 'extreme harlequin', 'pinstripe', 'white out', 'snowflake', 'white wall', 'creamsicle', 'drippy']",2448546.jpeg,0,0,0,0,1,1
1358,"['solid back', 'white wall', 'drippy']",1683927.jpeg,0,0,1,0,0,0
1359,"['extreme harlequin', 'partial pinstripe', 'tri-color']",2680518.jpeg,0,0,0,0,1,0
1360,[],2616892.jpeg,0,0,0,0,1,0
1361,"['dalmatian', 'flame']",2564912.jpeg,0,0,0,0,1,0
1362,"['super dalmatian', 'ink spot']",2348410.jpeg,0,0,0,0,1,0
1363,['extreme harlequin'],2359752.jpeg,0,0,0,0,1,0
1364,"['extreme harlequin', 'white out', 'white wall']",2348282.jpeg,0,0,0,0,1,0
1365,"['super dalmatian', 'red spot', 'portholes']",2350764.jpeg,0,0,0,0,1,0
1366,"['pinstripe', 'pinstripe']",2488775.jpeg,1,1,0,0,0,0
1367,"['harlequin', 'harlequin']",2488754.jpeg,1,0,0,0,1,0
1368,"['extreme harlequin', 'drippy', 'extreme harlequin', 'drippy']",1773369.jpeg,1,0,1,0,0,0
1369,"['lilly white', 'phantom']",2282487.jpeg,0,0,0,0,1,0
1370,"['harlequin', 'quad-stripe']",2404928.jpeg,0,1,0,0,0,0
1371,"['extreme harlequin', 'extreme harlequin']",1878896.jpeg,1,1,0,0,0,0
1372,"['tri-color', 'drippy']",2436014.jpeg,0,1,0,0,0,0
1373,"['extreme harlequin', 'pinstripe']",2680213.jpeg,1,0,0,0,0,0
1374,"['pos olive', 'phantom']",2680181.jpeg,0,1,0,0,0,0
1375,['extreme harlequin'],1878712.jpeg,1,0,0,0,0,0
1376,"['dalmatian', 'extreme harlequin', 'harlequin', 'super dalmatian', 'ink spot', 'blushing', 'dalmatian', 'extreme harlequin', 'harlequin', 'super dalmatian', 'ink spot', 'blushing']",2616529.jpeg,0,0,0,0,1,1
1377,"['pinstripe', 'quad-stripe', 'creamsicle', 'pinstripe', 'quad-stripe', 'creamsicle']",2680170.jpeg,0,0,0,0,1,1
1378,"['pinstripe', 'quad-stripe']",2680156.jpeg,0,0,0,0,0,1
1379,"['pin-dashed', 'portholes']",2559697.jpeg,0,1,0,0,0,0
1380,"['pos brindle', 'dalmatian', 'oil spot', 'crowned', 'phantom']",2616386.jpeg,0,0,0,0,0,1
1381,['extreme harlequin'],2321666.jpeg,0,0,1,0,0,0
1382,"['extreme harlequin', 'crowned']",2679996.jpeg,0,0,0,0,1,0
1383,"['dalmatian', 'super dalmatian', 'portholes']",2315802.jpeg,0,0,0,0,0,1
1384,"['dalmatian', 'partial pinstripe', 'pinstripe', 'snowflake']",2679955.jpeg,0,0,1,0,0,0
1385,"['harlequin', 'pinstripe', 'snowflake']",2679952.jpeg,0,0,1,0,0,0
1386,"['dalmatian', 'partial pinstripe', 'pinstripe', 'quad-stripe']",2679921.jpeg,0,0,1,0,0,0
1387,"['dalmatian', 'pinstripe']",2564142.jpeg,0,0,0,0,1,0
1388,['quad-stripe'],2679863.jpeg,0,1,0,0,0,0
1389,['tri-color'],2679771.jpeg,0,1,0,0,0,0
1390,['pos quad-stripe'],2679853.jpeg,0,1,0,0,0,0
1391,"['extreme harlequin', 'tri-color']",1878433.jpeg,0,1,0,0,0,0
1392,"['empty back', 'phantom']",2679847.jpeg,0,0,0,0,0,1
1393,"['extreme harlequin', 'harlequin', 'tri-color']",2522009.jpeg,1,0,0,0,0,0
1394,['quad-stripe'],2260991.jpeg,0,0,0,0,0,1
1395,['quad-stripe'],2153961.jpeg,0,0,0,0,0,1
1396,"['super dalmatian', 'red spot']",2623905.jpeg,0,0,0,0,1,0
1397,['dalmatian'],2679770.jpeg,0,1,0,0,0,0
1398,['pinstripe'],2538039.jpeg,0,0,1,0,0,0
1399,[],2679745.jpeg,0,1,0,0,0,0
1400,['harlequin'],2241641.jpeg,0,0,0,0,1,0
1401,"['harlequin', 'pinstripe']",2563933.jpeg,1,0,0,0,0,0
1402,"['dalmatian', 'super dalmatian']",2523040.jpeg,0,0,0,0,1,0
1403,['phantom'],2679683.jpeg,0,1,0,0,0,0
1404,['tri-color'],2663302.jpeg,0,1,0,0,0,0
1405,"['pinstripe', 'quad-stripe', 'drippy']",2532626.jpeg,0,1,0,0,0,0
1406,"['dalmatian', 'harlequin', 'portholes']",2679584.jpeg,0,0,0,0,1,0
1407,"['extreme harlequin', 'harlequin']",2668697.jpeg,0,1,0,0,0,0
1408,"['harlequin', 'pin-dashed', 'white tip']",2679576.jpeg,0,1,0,0,0,0
1409,[],2668673.jpeg,0,1,0,0,0,0
1410,[],2668679.jpeg,0,1,0,0,0,0
